,candidate,party,votes,state,state_num,const_num,const_name,status
403,BABLI GOSWAMI CHAKRABORTY,Independent,480,Assam,3,38,Assam - Goalpara West,Result Declared  
404,ALI AKBAR,Jai Maha Bharath Party,457,Assam,3,38,Assam - Goalpara West,Result Declared  
405,JALI BEGUM,Independent,289,Assam,3,38,Assam - Goalpara West,Result Declared  
406,JOYNAL ABEDIN,National People's Party,269,Assam,3,38,Assam - Goalpara West,Result Declared  
407,GIAS UDDIN AHMED,New All India Congress Party,252,Assam,3,38,Assam - Goalpara West,Result Declared  
408,None of the Above,None of the Above,646,Assam,3,38,Assam - Goalpara West,Result Declared  
409,SAHAB UDDIN AHMED,All India United Democratic Front,56003,Assam,3,39,Assam - Jaleswar,Result Declared  
410,AFTAB UDDIN MOLLAH,Independent,49341,Assam,3,39,Assam - Jaleswar,Result Declared  
411,ABDUR RAHIM ZIBRAN,Bharatiya Janata Party,11535,Assam,3,39,Assam - Jaleswar,Result Declared  
412,ABUL FAZAL NASIR UDDIN MOLLAH,Indian National Congress,6567,Assam,3,39,Assam - Jaleswar,Result Declared  
413,ABDUL WAHAB SHEIKH,Bhartiya Rashtrawadi Party,1433,Assam,3,39,Assam - Jaleswar,Result Declared  
414,KHAIRUL ISLAM MONDAL,Independent,1355,Assam,3,39,Assam - Jaleswar,Result Declared  
415,ABDUS SALAM,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),761,Assam,3,39,Assam - Jaleswar,Result Declared  
416,INNAS ALI,Independent,690,Assam,3,39,Assam - Jaleswar,Result Declared  
417,None of the Above,None of the Above,627,Assam,3,39,Assam - Jaleswar,Result Declared  
418,RANJEET KUMAR DASS,Bharatiya Janata Party,56454,Assam,3,40,Assam - Sorbhog,Result Declared  
419,ANURUPA HANNAN,Indian National Congress,36928,Assam,3,40,Assam - Sorbhog,Result Declared  
420,MANORANJAN TALUKDAR,Communist Party of India  (Marxist),29082,Assam,3,40,Assam - Sorbhog,Result Declared  
421,PRADIP DEB NATH,Independent,19387,Assam,3,40,Assam - Sorbhog,Result Declared  
422,SAMSUL HOQUE,All India United Democratic Front,17504,Assam,3,40,Assam - Sorbhog,Result Declared  
423,ANILANANDA PATHAK,Independent,3755,Assam,3,40,Assam - Sorbhog,Result Declared  
424,HIMANGSHU BHARALI,Independent,1181,Assam,3,40,Assam - Sorbhog,Result Declared  
425,MOHIDUL ISLAM,Independent,1010,Assam,3,40,Assam - Sorbhog,Result Declared  
426,NIRMAL KUMAR AGARWALA,Independent,630,Assam,3,40,Assam - Sorbhog,Result Declared  
427,IKBAL HUSSAIN,The National Road Map Party of India,602,Assam,3,40,Assam - Sorbhog,Result Declared  
428,MANJU SHABNAM,Republican Party of India (A),466,Assam,3,40,Assam - Sorbhog,Result Declared  
429,MUKTAR HUSSAIN,Jan Congress Party,435,Assam,3,40,Assam - Sorbhog,Result Declared  
430,SUBAL CH. DAS,Bharatiya Gana Parishad,414,Assam,3,40,Assam - Sorbhog,Result Declared  
431,ABDUL HAKIM AHMED,Independent,370,Assam,3,40,Assam - Sorbhog,Result Declared  
432,None of the Above,None of the Above,1129,Assam,3,40,Assam - Sorbhog,Result Declared  
433,ABUL KALAM AZAD,All India United Democratic Front,28383,Assam,3,41,Assam - Bhabanipur,Result Declared  
434,PHANIHDAR TALUKDAR,Independent,25944,Assam,3,41,Assam - Bhabanipur,Result Declared  
435,MANOJ BARUAH,Bharatiya Janata Party,22380,Assam,3,41,Assam - Bhabanipur,Result Declared  
436,MILAN BARO,Independent,14500,Assam,3,41,Assam - Bhabanipur,Result Declared  
437,KANAK CHANDRA BARO,Independent,8748,Assam,3,41,Assam - Bhabanipur,Result Declared  
438,RAJIB DAS,Indian National Congress,6620,Assam,3,41,Assam - Bhabanipur,Result Declared  
439,KAZI SHAMSUL ARFIN,Rashtriya Secular Congress,921,Assam,3,41,Assam - Bhabanipur,Result Declared  
440,BHUPENDRA KALITA,Independent,511,Assam,3,41,Assam - Bhabanipur,Result Declared  
441,SATYACHARAN ARJYA,Republican Party of India (A),447,Assam,3,41,Assam - Bhabanipur,Result Declared  
442,ANOWAR ISLAM AKAND,Rashtriya Jankranti Party,401,Assam,3,41,Assam - Bhabanipur,Result Declared  
443,HAIDAR ALI,Independent,378,Assam,3,41,Assam - Bhabanipur,Result Declared  
444,MESER MOLLAH,Independent,341,Assam,3,41,Assam - Bhabanipur,Result Declared  
445,None of the Above,None of the Above,706,Assam,3,41,Assam - Bhabanipur,Result Declared  
446,PABINDRA DEKA,Asom Gana Parishad,64558,Assam,3,42,Assam - Patacharkuchi,Result Declared  
447,SAILEN KALITA,Indian National Congress,12582,Assam,3,42,Assam - Patacharkuchi,Result Declared  
448,KAMALESWAR MEDHI,Independent,12306,Assam,3,42,Assam - Patacharkuchi,Result Declared  
449,MANORANJAN DAS,Independent,8227,Assam,3,42,Assam - Patacharkuchi,Result Declared  
450,KARTIK DEKA,Independent,3134,Assam,3,42,Assam - Patacharkuchi,Result Declared  
451,BAIKUNTHA SARMA,Independent,960,Assam,3,42,Assam - Patacharkuchi,Result Declared  
452,PUSPAK DUTTA,Independent,936,Assam,3,42,Assam - Patacharkuchi,Result Declared  
453,NILIMA BHATTACHARJYA,Independent,846,Assam,3,42,Assam - Patacharkuchi,Result Declared  
454,None of the Above,None of the Above,1043,Assam,3,42,Assam - Patacharkuchi,Result Declared  
455,GUNINDRA NATH DAS,Asom Gana Parishad,63563,Assam,3,43,Assam - Barpeta,Result Declared  
456,A.RAHIM AHMED,Indian National Congress,57753,Assam,3,43,Assam - Barpeta,Result Declared  
457,ABDUR RAHIM KHAN,All India United Democratic Front,37697,Assam,3,43,Assam - Barpeta,Result Declared  
458,SANJAY KUMAR DAS,Independent,936,Assam,3,43,Assam - Barpeta,Result Declared  
459,ATIKUR RAHMAN,Republican Party of India,820,Assam,3,43,Assam - Barpeta,Result Declared  
460,FARUK KHAN,Independent,774,Assam,3,43,Assam - Barpeta,Result Declared  
461,SORHAB HUSSAIN,Independent,672,Assam,3,43,Assam - Barpeta,Result Declared  
462,None of the Above,None of the Above,937,Assam,3,43,Assam - Barpeta,Result Declared  
463,ABDUL KHALEQUE,Indian National Congress,86930,Assam,3,44,Assam - Jania,Result Declared  
464,RAFIQUL ISLAM,All India United Democratic Front,57194,Assam,3,44,Assam - Jania,Result Declared  
465,BENAZIR ARFAN,Bharatiya Janata Party,6067,Assam,3,44,Assam - Jania,Result Declared  
466,MAINUL HOQUE,Communist Party of India  (Marxist),1976,Assam,3,44,Assam - Jania,Result Declared  
467,AMIR HUSSAIN,Rashtriya Secular Congress,769,Assam,3,44,Assam - Jania,Result Declared  
468,MD. SULTAN MAHMUD,Rashtriya Jankranti Party,506,Assam,3,44,Assam - Jania,Result Declared  
469,None of the Above,None of the Above,689,Assam,3,44,Assam - Jania,Result Declared  
470,SHERMAN ALI AHMED,Indian National Congress,73340,Assam,3,45,Assam - Baghbar,Result Declared  
471,SHEIKH ABDUL HAMID,All India United Democratic Front,29907,Assam,3,45,Assam - Baghbar,Result Declared  
472,RAJIB AHMED,Independent,18357,Assam,3,45,Assam - Baghbar,Result Declared  
473,MD. ABDUL BARIK,Bharatiya Janata Party,1418,Assam,3,45,Assam - Baghbar,Result Declared  
474,ALTAF HUSSAIN,Janata Congress Party of Bharat Varsha,1022,Assam,3,45,Assam - Baghbar,Result Declared  
475,JAMAL UDDIN,Bhartiya Rashtrawadi Party,868,Assam,3,45,Assam - Baghbar,Result Declared  
476,JAHIDUL ISLAM,Independent,642,Assam,3,45,Assam - Baghbar,Result Declared  
477,REJAUL KARIM,Republican Party of India,435,Assam,3,45,Assam - Baghbar,Result Declared  
478,ALI ASGAR,All India Trinamool Congress,411,Assam,3,45,Assam - Baghbar,Result Declared  
479,None of the Above,None of the Above,974,Assam,3,45,Assam - Baghbar,Result Declared  
480,JAKIR HUSSAIN SIKDAR,Indian National Congress,70062,Assam,3,46,Assam - Sarukhetri,Result Declared  
481,CHITTARANJAN BARMAN,Asom Gana Parishad,45815,Assam,3,46,Assam - Sarukhetri,Result Declared  
482,ALI HOSSAIN,All India United Democratic Front,21460,Assam,3,46,Assam - Sarukhetri,Result Declared  
483,TARA PRASAD DAS,Independent,9623,Assam,3,46,Assam - Sarukhetri,Result Declared  
484,PEARUL ISLAM AHMED,Communist Party of India  (Marxist),3626,Assam,3,46,Assam - Sarukhetri,Result Declared  
485,HARESWAR DEKA,Independent,1308,Assam,3,46,Assam - Sarukhetri,Result Declared  
486,MATIAR RAHMAN,The National Road Map Party of India,836,Assam,3,46,Assam - Sarukhetri,Result Declared  
487,HEMANTA KALITA,Bharatiya Gana Parishad,523,Assam,3,46,Assam - Sarukhetri,Result Declared  
488,MD. ANOWAR ISLAM AKAND,Rashtriya Jankranti Party,516,Assam,3,46,Assam - Sarukhetri,Result Declared  
489,JABIDUR RAHMAN KHAN,Republican Party of India,505,Assam,3,46,Assam - Sarukhetri,Result Declared  
490,ARUN DAS,Nationalist Congress Party,442,Assam,3,46,Assam - Sarukhetri,Result Declared  
491,None of the Above,None of the Above,776,Assam,3,46,Assam - Sarukhetri,Result Declared  
492,SUKUR ALI AHMED,Indian National Congress,51882,Assam,3,47,Assam - Chenga,Result Declared  
493,MONOWARA KHATUN,All India United Democratic Front,28525,Assam,3,47,Assam - Chenga,Result Declared  
494,GUNAJIT ADHIKARY,Bharatiya Janata Party,25902,Assam,3,47,Assam - Chenga,Result Declared  
495,SHAFIKUL HOQUE,All India Trinamool Congress,2190,Assam,3,47,Assam - Chenga,Result Declared  
496,SURJYA MALLIQUE,Independent,639,Assam,3,47,Assam - Chenga,Result Declared  
497,None of the Above,None of the Above,667,Assam,3,47,Assam - Chenga,Result Declared  
498,NANDITA DAS,Indian National Congress,69986,Assam,3,48,Assam - Boko SC,Result Declared  
499,JYOTI PRASAD DAS,Asom Gana Parishad,52392,Assam,3,48,Assam - Boko SC,Result Declared  
500,GOPI NATH DAS,All India United Democratic Front,42338,Assam,3,48,Assam - Boko SC,Result Declared  
501,DR. GHANASHYAM DAS,Independent,5794,Assam,3,48,Assam - Boko SC,Result Declared  
502,ANIRBAN DAS,Independent,2976,Assam,3,48,Assam - Boko SC,Result Declared  
503,NITISH RANJAN DAS,Independent,1148,Assam,3,48,Assam - Boko SC,Result Declared  
504,None of the Above,None of the Above,1851,Assam,3,48,Assam - Boko SC,Result Declared  
505,REKIBUDDIN AHMED,Indian National Congress,72211,Assam,3,49,Assam - Chaygaon,Result Declared  
506,DR. KAMALA KANTA KALITA,Asom Gana Parishad,64390,Assam,3,49,Assam - Chaygaon,Result Declared  
507,DERAJUDDIN AHMED,All India United Democratic Front,4984,Assam,3,49,Assam - Chaygaon,Result Declared  
508,BECKNIUR K. MARAK,Independent,2225,Assam,3,49,Assam - Chaygaon,Result Declared  
509,None of the Above,None of the Above,1601,Assam,3,49,Assam - Chaygaon,Result Declared  
510,SRI PRANAB KALITA,Bharatiya Janata Party,75210,Assam,3,50,Assam - Palasbari,Result Declared  
511,NABAJYOTI TALUKDAR,Indian National Congress,26468,Assam,3,50,Assam - Palasbari,Result Declared  
512,JATIN MALI,Independent,15755,Assam,3,50,Assam - Palasbari,Result Declared  
513,KUSHAL CHANDRA SARMA,Independent,991,Assam,3,50,Assam - Palasbari,Result Declared  
514,JURI MALI,Liberal Democratic Party,980,Assam,3,50,Assam - Palasbari,Result Declared  
515,PALASH JYOTI DAS,Rashtriya Jankranti Party,467,Assam,3,50,Assam - Palasbari,Result Declared  
516,None of the Above,None of the Above,1564,Assam,3,50,Assam - Palasbari,Result Declared  
517,HIMANTA BISWA SARMA,Bharatiya Janata Party,118390,Assam,3,51,Assam - Jalukbari,Result Declared  
518,NIREN DEKA,Indian National Congress,32455,Assam,3,51,Assam - Jalukbari,Result Declared  
519,RAMEN CHANDRA LAHKAR,Independent,636,Assam,3,51,Assam - Jalukbari,Result Declared  
520,AMIT BASFOR,Rashtriya Jankranti Party,614,Assam,3,51,Assam - Jalukbari,Result Declared  
521,SADEK ALI,All India Trinamool Congress,371,Assam,3,51,Assam - Jalukbari,Result Declared  
522,NABA KUMAR NATH,Independent,290,Assam,3,51,Assam - Jalukbari,Result Declared  
523,BAPI AICH,Bharatiya Gana Parishad,180,Assam,3,51,Assam - Jalukbari,Result Declared  
524,MOINUL HOQUE,Bhartiya Rashtrawadi Party,168,Assam,3,51,Assam - Jalukbari,Result Declared  
525,NATHUNI  DAS,Republican Party of India (A),164,Assam,3,51,Assam - Jalukbari,Result Declared  
526,MAKANI BARMAN,Rashtriya Pragati Party,164,Assam,3,51,Assam - Jalukbari,Result Declared  
527,None of the Above,None of the Above,1074,Assam,3,51,Assam - Jalukbari,Result Declared  
528,ATUL BORA,Bharatiya Janata Party,198378,Assam,3,52,Assam - Dispur ,Result Declared  
529,AKON BORA,Indian National Congress,68181,Assam,3,52,Assam - Dispur ,Result Declared  
530,SANGITA DAS,Communist Party of India  (Marxist),1944,Assam,3,52,Assam - Dispur ,Result Declared  
531,HARESWAR RAHANG,Independent,1756,Assam,3,52,Assam - Dispur ,Result Declared  
532,PRADIP BARUAH,Nationalist Congress Party,1259,Assam,3,52,Assam - Dispur ,Result Declared  
533,BIDYUT BORA,All India Trinamool Congress,1022,Assam,3,52,Assam - Dispur ,Result Declared  
534,DADHISWAR PHANGCHO,Independent,717,Assam,3,52,Assam - Dispur ,Result Declared  
535,BISHNU PRASAD SARMA,Independent,614,Assam,3,52,Assam - Dispur ,Result Declared  
536,GOBINDA DAS,Independent,551,Assam,3,52,Assam - Dispur ,Result Declared  
537,RIJUMONI GOGOI,Bhartiya Rashtrawadi Party,485,Assam,3,52,Assam - Dispur ,Result Declared  
538,DR. JITENDRA KUMAR TALUKDAR,Liberal Democratic Party,420,Assam,3,52,Assam - Dispur ,Result Declared  
539,DR. FARUK AHMED BHUYAN,Samajwadi Party,384,Assam,3,52,Assam - Dispur ,Result Declared  
540,BANDANA BARMAN BARUAH,Rashtriya Jankranti Party,336,Assam,3,52,Assam - Dispur ,Result Declared  
541,PARAG KOCH,Republican Party of India (A),222,Assam,3,52,Assam - Dispur ,Result Declared  
542,None of the Above,None of the Above,2600,Assam,3,52,Assam - Dispur ,Result Declared  
543,SIDDHARTHA BHATTACHARYA,Bharatiya Janata Party,127602,Assam,3,53,Assam - Gauhati East,Result Declared  
544,BOBBEETA SHARMA,Indian National Congress,30965,Assam,3,53,Assam - Gauhati East,Result Declared  
545,DR. AVIJIT CHAKRABORTY,Bharatiya Gana Parishad,591,Assam,3,53,Assam - Gauhati East,Result Declared  
546,PRODYUT KUMAR BORA,Liberal Democratic Party,499,Assam,3,53,Assam - Gauhati East,Result Declared  
547,RAKTIMAVA SWAMI,Independent,377,Assam,3,53,Assam - Gauhati East,Result Declared  
548,BIPUL KUMAR TALUKDAR,Independent,243,Assam,3,53,Assam - Gauhati East,Result Declared  
549,BHUPEN SARMA,Independent,196,Assam,3,53,Assam - Gauhati East,Result Declared  
550,PRADIP KUMAR DAS,Rashtriya Secular Congress,189,Assam,3,53,Assam - Gauhati East,Result Declared  
551,SUBHASH CHANDRA GUPTA,The National Road Map Party of India,182,Assam,3,53,Assam - Gauhati East,Result Declared  
552,KAZI NEKIB AHMED,Independent,181,Assam,3,53,Assam - Gauhati East,Result Declared  
553,PRANAB JYOTI DAS,Republican Party of India (A),137,Assam,3,53,Assam - Gauhati East,Result Declared  
554,BANDANA BARMAN BARUAH,Rashtriya Jankranti Party,129,Assam,3,53,Assam - Gauhati East,Result Declared  
555,None of the Above,None of the Above,1288,Assam,3,53,Assam - Gauhati East,Result Declared  
556,RAMENDRA NARAYAN KALITA,Asom Gana Parishad,132184,Assam,3,54,Assam - Gauhati West,Result Declared  
557,DR. JURY SHARMA BORDOLOI,Indian National Congress,42274,Assam,3,54,Assam - Gauhati West,Result Declared  
558,HEMANTA TALUKDAR,Independent,12397,Assam,3,54,Assam - Gauhati West,Result Declared  
559,PRANAB SARMAH,Independent,5838,Assam,3,54,Assam - Gauhati West,Result Declared  
560,DEBA KUMAR BARMAN,All India Trinamool Congress,4269,Assam,3,54,Assam - Gauhati West,Result Declared  
561,JAYANTA BORO,Independent,1771,Assam,3,54,Assam - Gauhati West,Result Declared  
562,MD. JAVED HUSSAIN TANWAR,The National Road Map Party of India,1741,Assam,3,54,Assam - Gauhati West,Result Declared  
563,MD. IFTAZUR RAHMAN,Independent,763,Assam,3,54,Assam - Gauhati West,Result Declared  
564,SUBIMAL BISWAS,Bharatiya Gana Parishad,684,Assam,3,54,Assam - Gauhati West,Result Declared  
565,MITAN SARKAR,Lok Jan Shakti Party,613,Assam,3,54,Assam - Gauhati West,Result Declared  
566,PULAK RANJAN CHAKRABARTY,Shivsena,612,Assam,3,54,Assam - Gauhati West,Result Declared  
567,HASNUR ALI,Rashtriya Pragati Party,496,Assam,3,54,Assam - Gauhati West,Result Declared  
568,MANAS PRATIM DAS,Rashtriya Jankranti Party,398,Assam,3,54,Assam - Gauhati West,Result Declared  
569,None of the Above,None of the Above,2280,Assam,3,54,Assam - Gauhati West,Result Declared  
570,SUMAN HARIPRIYA,Bharatiya Janata Party,55096,Assam,3,55,Assam - Hajo,Result Declared  
571,DULU AHMED,Indian National Congress,46188,Assam,3,55,Assam - Hajo,Result Declared  
572,NURUL HUSSAIN,Asom Gana Parishad,16608,Assam,3,55,Assam - Hajo,Result Declared  
573,DWIPEN PATHAK,All India Trinamool Congress,6673,Assam,3,55,Assam - Hajo,Result Declared  
574,MUJIBUR RAHMAN,All India United Democratic Front,3567,Assam,3,55,Assam - Hajo,Result Declared  
575,HEMANTA KALITA,Independent,1380,Assam,3,55,Assam - Hajo,Result Declared  
576,RAMANI MALAKAR,Independent,1017,Assam,3,55,Assam - Hajo,Result Declared  
577,IMDADUR RAHMAN,National People's Party,696,Assam,3,55,Assam - Hajo,Result Declared  
578,RAMEN CHANDRA LAHKAR,Independent,556,Assam,3,55,Assam - Hajo,Result Declared  
579,TRIPTI KANA MAZUMDAR CHOUDHURY,Independent,501,Assam,3,55,Assam - Hajo,Result Declared  
580,TAHER ALI TALUKDAR,Independent,369,Assam,3,55,Assam - Hajo,Result Declared  
581,MD. REKIBUDDIN AHMED,Samajwadi Party,338,Assam,3,55,Assam - Hajo,Result Declared  
582,MAKANI BARMAN,Rashtriya Pragati Party,301,Assam,3,55,Assam - Hajo,Result Declared  
583,MOHAN CHANDRA MALAKAR,Liberal Democratic Party,261,Assam,3,55,Assam - Hajo,Result Declared  
584,TABIBAR RAHMAN,Rashtriya Secular Congress,240,Assam,3,55,Assam - Hajo,Result Declared  
585,TAIZUDDIN AHMED,Independent,214,Assam,3,55,Assam - Hajo,Result Declared  
586,None of the Above,None of the Above,1163,Assam,3,55,Assam - Hajo,Result Declared  
587,SATYABRAT KALITA,Asom Gana Parishad,78170,Assam,3,56,Assam - Kamalpur,Result Declared  
588,PRANJIT CHOUDHURY,Indian National Congress,41261,Assam,3,56,Assam - Kamalpur,Result Declared  
589,MATLEBUDDIN AHMED,Independent,6882,Assam,3,56,Assam - Kamalpur,Result Declared  
590,OMAR RASHID,Independent,3400,Assam,3,56,Assam - Kamalpur,Result Declared  
591,MADHABI DEKA,All India Trinamool Congress,1840,Assam,3,56,Assam - Kamalpur,Result Declared  
592,HARMOHAN CHANDRA RAJBONGSHI,Independent,1021,Assam,3,56,Assam - Kamalpur,Result Declared  
593,RAMEN CHANDRA MAHANTA,Jai Maha Bharath Party,650,Assam,3,56,Assam - Kamalpur,Result Declared  
594,SAIDUR RAHMAN,Independent,505,Assam,3,56,Assam - Kamalpur,Result Declared  
595,REKIBAR RAHMAN,Independent,441,Assam,3,56,Assam - Kamalpur,Result Declared  
596,SISIR KUMAR  KAKATI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),361,Assam,3,56,Assam - Kamalpur,Result Declared  
597,None of the Above,None of the Above,939,Assam,3,56,Assam - Kamalpur,Result Declared  
598,BHABESH KALITA,Bharatiya Janata Party,58353,Assam,3,57,Assam - Rangia,Result Declared  
599,GHANASHYAM KALITA,Indian National Congress,26286,Assam,3,57,Assam - Rangia,Result Declared  
600,MRINAL DEKA,Independent,17772,Assam,3,57,Assam - Rangia,Result Declared  
601,ABDUL SAMAD CHOUDHURY,All India United Democratic Front,14411,Assam,3,57,Assam - Rangia,Result Declared  
602,ANANTA DEKA,Communist Party of India  (Marxist),12261,Assam,3,57,Assam - Rangia,Result Declared  
603,THANESWAR BORO,Independent,5358,Assam,3,57,Assam - Rangia,Result Declared  
604,SAMSUL HAQUE,Independent,4472,Assam,3,57,Assam - Rangia,Result Declared  
605,PABITRA BARO,Independent,1230,Assam,3,57,Assam - Rangia,Result Declared  
606,RAJIB KAKOTI,Independent,1066,Assam,3,57,Assam - Rangia,Result Declared  
607,BISWAJIT BRAHMA,Independent,616,Assam,3,57,Assam - Rangia,Result Declared  
608,BABUL BARO,Independent,570,Assam,3,57,Assam - Rangia,Result Declared  
609,None of the Above,None of the Above,892,Assam,3,57,Assam - Rangia,Result Declared  
610,EMMANUEL MOSAHARY,Bodoland Peoples Front,63031,Assam,3,58,Assam - Tamulpur,Result Declared  
611,RABINDRA BISWAS,Indian National Congress,43084,Assam,3,58,Assam - Tamulpur,Result Declared  
612,CHANDI BASUMATARY,Independent,21704,Assam,3,58,Assam - Tamulpur,Result Declared  
613,JAMIR UDDIN AHMED,Independent,5331,Assam,3,58,Assam - Tamulpur,Result Declared  
614,GIRISH CHANDRA MAHANTA,Independent,3532,Assam,3,58,Assam - Tamulpur,Result Declared  
615,MANDAL BASKEY,Independent,3120,Assam,3,58,Assam - Tamulpur,Result Declared  
616,HIRANYA CHOUDHURY,Independent,1697,Assam,3,58,Assam - Tamulpur,Result Declared  
617,DERHAGRA MOCHAHARY,Liberal Democratic Party,1527,Assam,3,58,Assam - Tamulpur,Result Declared  
618,RANJIT KR BISWAS,Republican Party of India (A),1339,Assam,3,58,Assam - Tamulpur,Result Declared  
619,None of the Above,None of the Above,2674,Assam,3,58,Assam - Tamulpur,Result Declared  
620,ASHOK SARMA,Bharatiya Janata Party,99131,Assam,3,59,Assam - Nalbari,Result Declared  
621,PRADYUT KUMAR BHUYAN,Indian National Congress,46087,Assam,3,59,Assam - Nalbari,Result Declared  
622,KHURSHID ALAM,Independent,3608,Assam,3,59,Assam - Nalbari,Result Declared  
623,SHRISTI SARMA,Independent,3028,Assam,3,59,Assam - Nalbari,Result Declared  
624,MAHESWAR DUTTA,Communist Party of India  (Marxist),1676,Assam,3,59,Assam - Nalbari,Result Declared  
625,HARINARAYAN DAS,Independent,698,Assam,3,59,Assam - Nalbari,Result Declared  
626,JYOTIRMAY GOSWAMI,Independent,611,Assam,3,59,Assam - Nalbari,Result Declared  
627,MAHARISHI PARASAR CHAKRAVARTY,Independent,398,Assam,3,59,Assam - Nalbari,Result Declared  
628,GOPI BARUAH,Independent,271,Assam,3,59,Assam - Nalbari,Result Declared  
629,JITEN KALITA,Janata Dal  (United),229,Assam,3,59,Assam - Nalbari,Result Declared  
630,MUNINDRA DOLEY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),222,Assam,3,59,Assam - Nalbari,Result Declared  
631,None of the Above,None of the Above,1576,Assam,3,59,Assam - Nalbari,Result Declared  
632,NARAYAN DEKA,Bharatiya Janata Party,69223,Assam,3,60,Assam - Barkhetry,Result Declared  
633,DIGANTA BARMAN,Indian National Congress,60610,Assam,3,60,Assam - Barkhetry,Result Declared  
634,MD. AKRAM HUSSAIN TALUKDAR,All India United Democratic Front,9950,Assam,3,60,Assam - Barkhetry,Result Declared  
635,KAMALESH DEKA,Independent,2316,Assam,3,60,Assam - Barkhetry,Result Declared  
636,RAAJU BARMAN,All India Trinamool Congress,874,Assam,3,60,Assam - Barkhetry,Result Declared  
637,DEEPAK KALITA,Jai Maha Bharath Party,670,Assam,3,60,Assam - Barkhetry,Result Declared  
638,BHUPEN TALUKDAR,Independent,551,Assam,3,60,Assam - Barkhetry,Result Declared  
639,MANOMATI DAS,Independent,475,Assam,3,60,Assam - Barkhetry,Result Declared  
640,BIPUL GOSWAMI,Independent,382,Assam,3,60,Assam - Barkhetry,Result Declared  
641,MANTU BARUAH,Independent,368,Assam,3,60,Assam - Barkhetry,Result Declared  
642,RAJU DEKA,Independent,347,Assam,3,60,Assam - Barkhetry,Result Declared  
643,BHUMIDHAR BARMAN,Liberal Democratic Party,255,Assam,3,60,Assam - Barkhetry,Result Declared  
644,None of the Above,None of the Above,782,Assam,3,60,Assam - Barkhetry,Result Declared  
645,CHANDRA MOHAN PATOWARY,Bharatiya Janata Party,70503,Assam,3,61,Assam - Dharmapur,Result Declared  
646,NILAMANI SEN DEKA,Indian National Congress,36560,Assam,3,61,Assam - Dharmapur,Result Declared  
647,DIPAK BARMAN,Independent,2194,Assam,3,61,Assam - Dharmapur,Result Declared  
648,SANKAR TALUKDAR,Rashtriya Jankranti Party,699,Assam,3,61,Assam - Dharmapur,Result Declared  
649,None of the Above,None of the Above,988,Assam,3,61,Assam - Dharmapur,Result Declared  
650,MANESWAR BRAHMA,Bodoland Peoples Front,45289,Assam,3,62,Assam - Barama,Result Declared  
651,REKHA RANI DAS BORO,Independent,35493,Assam,3,62,Assam - Barama,Result Declared  
652,KATI RAM BARO,Independent,20870,Assam,3,62,Assam - Barama,Result Declared  
653,PANI RAM RABHA,Indian National Congress,14373,Assam,3,62,Assam - Barama,Result Declared  
654,BHUPEN DAS,Independent,1484,Assam,3,62,Assam - Barama,Result Declared  
655,None of the Above,None of the Above,1977,Assam,3,62,Assam - Barama,Result Declared  
656,THANESWAR BASUMATARY,Bodoland Peoples Front,43250,Assam,3,63,Assam - Chapaguri,Result Declared  
657,SUJAN DAS,Independent,41769,Assam,3,63,Assam - Chapaguri,Result Declared  
658,HITESH BASUMATARY,Independent,27342,Assam,3,63,Assam - Chapaguri,Result Declared  
659,None of the Above,None of the Above,2058,Assam,3,63,Assam - Chapaguri,Result Declared  
660,KAMALI BASUMATARI,Bodoland Peoples Front,38668,Assam,3,64,Assam - Panery,Result Declared  
661,NANDA RAM BARO,Independent,22866,Assam,3,64,Assam - Panery,Result Declared  
662,DURGADAS BORO,Indian National Congress,19089,Assam,3,64,Assam - Panery,Result Declared  
663,PRABHAT DAS PANIKA,Independent,12812,Assam,3,64,Assam - Panery,Result Declared  
664,SUDHENDU MOHAN TALUKDAR,Independent,3644,Assam,3,64,Assam - Panery,Result Declared  
665,BIKAN CHANDRA DEKA,Independent,3276,Assam,3,64,Assam - Panery,Result Declared  
666,MAHESH CHANDRA SARMA,Independent,1978,Assam,3,64,Assam - Panery,Result Declared  
667,DINA NATH DAS,Independent,1489,Assam,3,64,Assam - Panery,Result Declared  
668,SWARNALATA CHALIHA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1364,Assam,3,64,Assam - Panery,Result Declared  
669,None of the Above,None of the Above,2427,Assam,3,64,Assam - Panery,Result Declared  
670,MAHESWAR BARO,Bodoland Peoples Front,47206,Assam,3,65,Assam - Kalaigaon,Result Declared  
671,NATHU RAM BORO,All India United Democratic Front,29585,Assam,3,65,Assam - Kalaigaon,Result Declared  
672,MUKUNDA RAM CHOUDHURY,Asom Gana Parishad,24287,Assam,3,65,Assam - Kalaigaon,Result Declared  
673,BABUL BASUMATARY,Independent,11344,Assam,3,65,Assam - Kalaigaon,Result Declared  
674,INDRAJIT KUMAR SAIKIA,Indian National Congress,10367,Assam,3,65,Assam - Kalaigaon,Result Declared  
675,SUDHENDU MOHAN TALUKDAR,Bharatiya Gana Parishad,2238,Assam,3,65,Assam - Kalaigaon,Result Declared  
676,BRAJEN MAHANTA,Independent,1411,Assam,3,65,Assam - Kalaigaon,Result Declared  
