,candidate,party,votes,state,state_num,const_num,const_name,status
275,None of the Above,None of the Above,305,Goa,05,38,Goa - Sanvordem,Result Declared  
276,PRASAD S. GAONKAR,Independent,7636,Goa,05,39,Goa - Sanguem,Result Declared  
277,SUBHASH PHAL DESSAI,Bharatiya Janata Party,6699,Goa,05,39,Goa - Sanguem,Result Declared  
278,SAVITRI KAVLEKAR,Indian National Congress,5736,Goa,05,39,Goa - Sanguem,Result Declared  
279,DATTAPRASAD SAWARDEKAR,Independent,989,Goa,05,39,Goa - Sanguem,Result Declared  
280,RAVINDRA ARJUN VELIP,Aam Aadmi Party,658,Goa,05,39,Goa - Sanguem,Result Declared  
281,VASUDEV GAONKAR,Maharashtrawadi Gomantak,484,Goa,05,39,Goa - Sanguem,Result Declared  
282,SUDESH NONI GAUNKAR,Independent,148,Goa,05,39,Goa - Sanguem,Result Declared  
283,RAKHI NAIK,Nationalist Congress Party,125,Goa,05,39,Goa - Sanguem,Result Declared  
284,None of the Above,None of the Above,208,Goa,05,39,Goa - Sanguem,Result Declared  
285,ISIDORE ALEIXINHO FERNANDES,Indian National Congress,10853,Goa,05,40,Goa - Canacona,Result Declared  
286,VIJAY PAI KHOT,Bharatiya Janata Party,8745,Goa,05,40,Goa - Canacona,Result Declared  
287,RAMESH TAWADKAR,Independent,7739,Goa,05,40,Goa - Canacona,Result Declared  
288,SANDESH TELEKAR,Aam Aadmi Party,452,Goa,05,40,Goa - Canacona,Result Declared  
289,GOURISH BANDEKAR,Maharashtrawadi Gomantak,398,Goa,05,40,Goa - Canacona,Result Declared  
290,None of the Above,None of the Above,302,Goa,05,40,Goa - Canacona,Result Declared  
