,candidate,party,votes,state,state_num,const_num,const_name,status
856,THAKUR JAIVIR SINGH,Bahujan Samaj Party,86782,Uttar Pradesh,24,72,Uttar Pradesh - Barauli,Result Declared  
857,SHRI KESHAV SINGH,Indian National Congress,17238,Uttar Pradesh,24,72,Uttar Pradesh - Barauli,Result Declared  
858,SHRI NEERAJ SHARMA,Rashtriya Lok Dal,1829,Uttar Pradesh,24,72,Uttar Pradesh - Barauli,Result Declared  
859,SHRI KUSHAL PAL SINGH,Independent,698,Uttar Pradesh,24,72,Uttar Pradesh - Barauli,Result Declared  
860,SHRI PRAMOD KUMAR,Independent,665,Uttar Pradesh,24,72,Uttar Pradesh - Barauli,Result Declared  
861,SHRI SATENDRA KUMAR,Kisan Majdoor Suraksha Party,405,Uttar Pradesh,24,72,Uttar Pradesh - Barauli,Result Declared  
862,SHRI DHARMENDRA SINGH,Sarva Samaj Kalyan Party,318,Uttar Pradesh,24,72,Uttar Pradesh - Barauli,Result Declared  
863,SHRI RAVINDRA PAL SINGH,Rashtriya Kranti Party,289,Uttar Pradesh,24,72,Uttar Pradesh - Barauli,Result Declared  
864,None of the Above,None of the Above,1338,Uttar Pradesh,24,72,Uttar Pradesh - Barauli,Result Declared  
865,SANDEEP KUMAR SINGH,Bharatiya Janata Party,115397,Uttar Pradesh,24,73,Uttar Pradesh - Atrauli,Result Declared  
866,VIRESH YADAV,Samajwadi Party,64430,Uttar Pradesh,24,73,Uttar Pradesh - Atrauli,Result Declared  
867,ILIYAS CHAUDHARY,Bahujan Samaj Party,45041,Uttar Pradesh,24,73,Uttar Pradesh - Atrauli,Result Declared  
868,MANOJ KUMAR YADAV,Rashtriya Lok Dal,1051,Uttar Pradesh,24,73,Uttar Pradesh - Atrauli,Result Declared  
869,AVDHESH KUMAR,Bharatiya Subhash Sena,931,Uttar Pradesh,24,73,Uttar Pradesh - Atrauli,Result Declared  
870,ABID ALI,Independent,766,Uttar Pradesh,24,73,Uttar Pradesh - Atrauli,Result Declared  
871,DINESH KUMAR,Independent,674,Uttar Pradesh,24,73,Uttar Pradesh - Atrauli,Result Declared  
872,PREM SHRI YADAV,Rashtriya Parivartan Dal,644,Uttar Pradesh,24,73,Uttar Pradesh - Atrauli,Result Declared  
873,DHARMENDRA KUMAR,Rashtriya Kranti Party,598,Uttar Pradesh,24,73,Uttar Pradesh - Atrauli,Result Declared  
874,LAKHAN SINGH,Independent,438,Uttar Pradesh,24,73,Uttar Pradesh - Atrauli,Result Declared  
875,BHAGVAN DAS,Swatantra Jantaraj Party,356,Uttar Pradesh,24,73,Uttar Pradesh - Atrauli,Result Declared  
876,NISHA RAJ,Sarv Sambhaav Party,355,Uttar Pradesh,24,73,Uttar Pradesh - Atrauli,Result Declared  
877,SUBHASH CHANDRA PALI,Sarva Samaj Kalyan Party,335,Uttar Pradesh,24,73,Uttar Pradesh - Atrauli,Result Declared  
878,ANSHUL BHARDUAJ,Rashtriya Sawarn Dal,250,Uttar Pradesh,24,73,Uttar Pradesh - Atrauli,Result Declared  
879,None of the Above,None of the Above,1325,Uttar Pradesh,24,73,Uttar Pradesh - Atrauli,Result Declared  
880,RAVENDRA PAL SINGH,Bharatiya Janata Party,110738,Uttar Pradesh,24,74,Uttar Pradesh - Chharra,Result Declared  
881,THAKUR RAKESH SINGH,Samajwadi Party,54604,Uttar Pradesh,24,74,Uttar Pradesh - Chharra,Result Declared  
882,SAGIR,Bahujan Samaj Party,53859,Uttar Pradesh,24,74,Uttar Pradesh - Chharra,Result Declared  
883,JAI PRAKASH PAL,Jan Adhikar Manch,2508,Uttar Pradesh,24,74,Uttar Pradesh - Chharra,Result Declared  
884,HEMANT KUMAR SINGH,Independent,1153,Uttar Pradesh,24,74,Uttar Pradesh - Chharra,Result Declared  
885,MANOJ YADAV,Rashtriya Lok Dal,1010,Uttar Pradesh,24,74,Uttar Pradesh - Chharra,Result Declared  
886,LAXMAN SINGH YADAV,Lok Dal,974,Uttar Pradesh,24,74,Uttar Pradesh - Chharra,Result Declared  
887,SUNIL DUTT SHARMA,Independent,675,Uttar Pradesh,24,74,Uttar Pradesh - Chharra,Result Declared  
888,LOKENDRA PAL SINGH,Independent,627,Uttar Pradesh,24,74,Uttar Pradesh - Chharra,Result Declared  
889,MUNESH KUMAR SHARMA,Independent,475,Uttar Pradesh,24,74,Uttar Pradesh - Chharra,Result Declared  
890,RAM KALI,Independent,471,Uttar Pradesh,24,74,Uttar Pradesh - Chharra,Result Declared  
891,DHARAM SINGH,Independent,261,Uttar Pradesh,24,74,Uttar Pradesh - Chharra,Result Declared  
892,DR MAHENDRA SINGH ALIAS MAHENDRA KUMAR,Manav Hit Party,233,Uttar Pradesh,24,74,Uttar Pradesh - Chharra,Result Declared  
893,RADHA,Samtawadi Republican Party,162,Uttar Pradesh,24,74,Uttar Pradesh - Chharra,Result Declared  
894,None of the Above,None of the Above,1250,Uttar Pradesh,24,74,Uttar Pradesh - Chharra,Result Declared  
895,ANIL PARASHAR,Bharatiya Janata Party,93814,Uttar Pradesh,24,75,Uttar Pradesh - Koil,Result Declared  
896,SHAZ ISHAQ URF AJJU ISHAQ,Samajwadi Party,42851,Uttar Pradesh,24,75,Uttar Pradesh - Koil,Result Declared  
897,VIVEK BANSAL,Indian National Congress,38623,Uttar Pradesh,24,75,Uttar Pradesh - Koil,Result Declared  
898,RAM KUMAR SHARMA,Bahujan Samaj Party,37909,Uttar Pradesh,24,75,Uttar Pradesh - Koil,Result Declared  
899,ZAMEER ULLAH KHAN,Independent,10912,Uttar Pradesh,24,75,Uttar Pradesh - Koil,Result Declared  
900,MAMTA TIWARI,Independent,473,Uttar Pradesh,24,75,Uttar Pradesh - Koil,Result Declared  
901,PARVEZ KHAN,All India Majlis-E-Ittehadul Muslimeen,463,Uttar Pradesh,24,75,Uttar Pradesh - Koil,Result Declared  
902,LALIT SARASWAT,Independent,463,Uttar Pradesh,24,75,Uttar Pradesh - Koil,Result Declared  
903,ASHOK KUMAR PANDEY,Akhil Bharat Hindu Mahasabha,442,Uttar Pradesh,24,75,Uttar Pradesh - Koil,Result Declared  
904,TULSI GAUD,Independent,423,Uttar Pradesh,24,75,Uttar Pradesh - Koil,Result Declared  
905,THAKUR SOMVEER SINGH,Sarva Samaj Kalyan Party,266,Uttar Pradesh,24,75,Uttar Pradesh - Koil,Result Declared  
906,RAJIV KUMAR SINGH,Samajwadi Janata Party (ChandraShekhar),213,Uttar Pradesh,24,75,Uttar Pradesh - Koil,Result Declared  
907,RAMDUTT,Bharatiya Subhash Sena,155,Uttar Pradesh,24,75,Uttar Pradesh - Koil,Result Declared  
908,None of the Above,None of the Above,1580,Uttar Pradesh,24,75,Uttar Pradesh - Koil,Result Declared  
909,SANJEEV RAJA,Bharatiya Janata Party,113752,Uttar Pradesh,24,76,Uttar Pradesh - Aligarh,Result Declared  
910,ZAFAR ALAM,Samajwadi Party,98312,Uttar Pradesh,24,76,Uttar Pradesh - Aligarh,Result Declared  
911,MOHD ARIF,Bahujan Samaj Party,25704,Uttar Pradesh,24,76,Uttar Pradesh - Aligarh,Result Declared  
912,RAJKUMAR,Swatantra Jantaraj Party,3325,Uttar Pradesh,24,76,Uttar Pradesh - Aligarh,Result Declared  
913,LAV KUMAR BANSAL,Rashtriya Lok Dal,948,Uttar Pradesh,24,76,Uttar Pradesh - Aligarh,Result Declared  
914,SANJEEV KUMAR,Independent,677,Uttar Pradesh,24,76,Uttar Pradesh - Aligarh,Result Declared  
915,ATUL GOSWAMI,Lok Dal,616,Uttar Pradesh,24,76,Uttar Pradesh - Aligarh,Result Declared  
916,DR. L.B DAYASHANKAR,Independent,517,Uttar Pradesh,24,76,Uttar Pradesh - Aligarh,Result Declared  
917,KASHAV DEV,Independent,343,Uttar Pradesh,24,76,Uttar Pradesh - Aligarh,Result Declared  
918,GULZAR AHMAD,Peace Party,292,Uttar Pradesh,24,76,Uttar Pradesh - Aligarh,Result Declared  
919,PREM PAL,Republican Party of India (A),253,Uttar Pradesh,24,76,Uttar Pradesh - Aligarh,Result Declared  
920,None of the Above,None of the Above,1375,Uttar Pradesh,24,76,Uttar Pradesh - Aligarh,Result Declared  
921,RAJVEER DILER,Bharatiya Janata Party,128000,Uttar Pradesh,24,77,Uttar Pradesh - Iglas ,Result Declared  
922,RAJENDRA KUMAR,Bahujan Samaj Party,53200,Uttar Pradesh,24,77,Uttar Pradesh - Iglas ,Result Declared  
923,SULEKHA SINGH,Rashtriya Lok Dal,28141,Uttar Pradesh,24,77,Uttar Pradesh - Iglas ,Result Declared  
924,GUROOVINDAR SINGH,Indian National Congress,20934,Uttar Pradesh,24,77,Uttar Pradesh - Iglas ,Result Declared  
925,PREM SINGH,Independent,1165,Uttar Pradesh,24,77,Uttar Pradesh - Iglas ,Result Declared  
926,VIJAY KUMAR,Independent,1059,Uttar Pradesh,24,77,Uttar Pradesh - Iglas ,Result Declared  
927,None of the Above,None of the Above,1122,Uttar Pradesh,24,77,Uttar Pradesh - Iglas ,Result Declared  
928,HARI SHANKAR MAHOR,Bharatiya Janata Party,133840,Uttar Pradesh,24,78,Uttar Pradesh - Hathras ,Result Declared  
929,BRAJ MOHAN RAHI,Bahujan Samaj Party,63179,Uttar Pradesh,24,78,Uttar Pradesh - Hathras ,Result Declared  
930,RAJESH RAJ JEEVAN,Indian National Congress,27301,Uttar Pradesh,24,78,Uttar Pradesh - Hathras ,Result Declared  
931,NEKSE LAL,Mahan Dal,5349,Uttar Pradesh,24,78,Uttar Pradesh - Hathras ,Result Declared  
932,GENDA LAL CHAUDHARY,Rashtriya Lok Dal,3616,Uttar Pradesh,24,78,Uttar Pradesh - Hathras ,Result Declared  
933,RAJARAM,Apni Zindgi Apna Dal,1039,Uttar Pradesh,24,78,Uttar Pradesh - Hathras ,Result Declared  
934,HAR SWROOP MAHAUR,Independent,712,Uttar Pradesh,24,78,Uttar Pradesh - Hathras ,Result Declared  
935,CHATAULE MUNSHIRAM NEKRAM,Independent,511,Uttar Pradesh,24,78,Uttar Pradesh - Hathras ,Result Declared  
936,VIJENDRA SINGH,Independent,501,Uttar Pradesh,24,78,Uttar Pradesh - Hathras ,Result Declared  
937,VIJAY,Swatantra Jantaraj Party,361,Uttar Pradesh,24,78,Uttar Pradesh - Hathras ,Result Declared  
938,PINTU,Rashtravadi Pratap Sena,322,Uttar Pradesh,24,78,Uttar Pradesh - Hathras ,Result Declared  
939,NETRAPAL SINGH,Samajwadi Janata Party (ChandraShekhar),310,Uttar Pradesh,24,78,Uttar Pradesh - Hathras ,Result Declared  
940,SAHAB SINGH,Adarsh Samaj Party,257,Uttar Pradesh,24,78,Uttar Pradesh - Hathras ,Result Declared  
941,None of the Above,None of the Above,1256,Uttar Pradesh,24,78,Uttar Pradesh - Hathras ,Result Declared  
942,RAMVEER UPADHYAY,Bahujan Samaj Party,91385,Uttar Pradesh,24,79,Uttar Pradesh - Sadabad,Result Declared  
943,DR ANIL CHAUDHARY,Rashtriya Lok Dal,64775,Uttar Pradesh,24,79,Uttar Pradesh - Sadabad,Result Declared  
944,PRITEE CHAUDHARY,Bharatiya Janata Party,36134,Uttar Pradesh,24,79,Uttar Pradesh - Sadabad,Result Declared  
945,DEVENDRA AGRAWAL,Samajwadi Party,28980,Uttar Pradesh,24,79,Uttar Pradesh - Sadabad,Result Declared  
946,KUSUMLATA SHARMA,Apni Zindgi Apna Dal,937,Uttar Pradesh,24,79,Uttar Pradesh - Sadabad,Result Declared  
947,YATENDRA SINGH,Independent,934,Uttar Pradesh,24,79,Uttar Pradesh - Sadabad,Result Declared  
948,SUBHASH CHANDRA,Independent,575,Uttar Pradesh,24,79,Uttar Pradesh - Sadabad,Result Declared  
949,RAMESHAR,Independent,488,Uttar Pradesh,24,79,Uttar Pradesh - Sadabad,Result Declared  
950,PREM CHANDRA OJHA ALIAS SUBHASH,Independent,476,Uttar Pradesh,24,79,Uttar Pradesh - Sadabad,Result Declared  
951,KUSUMA,Independent,238,Uttar Pradesh,24,79,Uttar Pradesh - Sadabad,Result Declared  
952,KRISHNA KUMAR SHARMA,Independent,158,Uttar Pradesh,24,79,Uttar Pradesh - Sadabad,Result Declared  
953,KAILASH SINGH,Independent,153,Uttar Pradesh,24,79,Uttar Pradesh - Sadabad,Result Declared  
954,NEETU SHARMA,Saman Adhikar Party,137,Uttar Pradesh,24,79,Uttar Pradesh - Sadabad,Result Declared  
955,ANIL KUMAR,Independent,110,Uttar Pradesh,24,79,Uttar Pradesh - Sadabad,Result Declared  
956,None of the Above,None of the Above,1103,Uttar Pradesh,24,79,Uttar Pradesh - Sadabad,Result Declared  
957,BIRENDRA SINGH RANA,Bharatiya Janata Party,76129,Uttar Pradesh,24,80,Uttar Pradesh - Sikandra Rao,Result Declared  
958,BANI SINGH BAGHEL,Bahujan Samaj Party,61357,Uttar Pradesh,24,80,Uttar Pradesh - Sikandra Rao,Result Declared  
959,YASHPAL SINGH CHAUHAN,Samajwadi Party,59740,Uttar Pradesh,24,80,Uttar Pradesh - Sikandra Rao,Result Declared  
960,RAKESH SINGH RANA,Independent,7222,Uttar Pradesh,24,80,Uttar Pradesh - Sikandra Rao,Result Declared  
961,AMAR SINGH YADAV,Independent,4876,Uttar Pradesh,24,80,Uttar Pradesh - Sikandra Rao,Result Declared  
962,KRAPAL SINGH SENGAR,Jan Adhikar Party,1094,Uttar Pradesh,24,80,Uttar Pradesh - Sikandra Rao,Result Declared  
963,SHRI CHANDRA,Independent,1086,Uttar Pradesh,24,80,Uttar Pradesh - Sikandra Rao,Result Declared  
964,RAKESH S/O KUMARPAL,Independent,710,Uttar Pradesh,24,80,Uttar Pradesh - Sikandra Rao,Result Declared  
965,RAJ SHEKHAR SENGAR,Independent,704,Uttar Pradesh,24,80,Uttar Pradesh - Sikandra Rao,Result Declared  
966,CHANDRESH KUMAR,Rashtravadi Pratap Sena,521,Uttar Pradesh,24,80,Uttar Pradesh - Sikandra Rao,Result Declared  
967,DHARAMVEER,Independent,355,Uttar Pradesh,24,80,Uttar Pradesh - Sikandra Rao,Result Declared  
968,RAKESH S/O SHYAMLAL,Independent,320,Uttar Pradesh,24,80,Uttar Pradesh - Sikandra Rao,Result Declared  
969,CHANDA GUPTA,All India Forward Bloc,314,Uttar Pradesh,24,80,Uttar Pradesh - Sikandra Rao,Result Declared  
970,MANOJ,Independent,262,Uttar Pradesh,24,80,Uttar Pradesh - Sikandra Rao,Result Declared  
971,PREMPAL SINGH,Independent,128,Uttar Pradesh,24,80,Uttar Pradesh - Sikandra Rao,Result Declared  
972,None of the Above,None of the Above,1426,Uttar Pradesh,24,80,Uttar Pradesh - Sikandra Rao,Result Declared  
973,LAXMI NARAYAN,Bharatiya Janata Party,117537,Uttar Pradesh,24,81,Uttar Pradesh - Chhata,Result Declared  
974,ATUL SINGH,Independent,53699,Uttar Pradesh,24,81,Uttar Pradesh - Chhata,Result Declared  
975,MANOJ PATHAK,Bahujan Samaj Party,41290,Uttar Pradesh,24,81,Uttar Pradesh - Chhata,Result Declared  
976,RISHI RAJ,Rashtriya Lok Dal,9801,Uttar Pradesh,24,81,Uttar Pradesh - Chhata,Result Declared  
977,DEEPAK PANDEY,Independent,1471,Uttar Pradesh,24,81,Uttar Pradesh - Chhata,Result Declared  
978,KULBHANU KUMAR,Communist Party of India,1171,Uttar Pradesh,24,81,Uttar Pradesh - Chhata,Result Declared  
979,MAHESH SINGH KUNTAL,Independent,634,Uttar Pradesh,24,81,Uttar Pradesh - Chhata,Result Declared  
980,RAJU,Independent,495,Uttar Pradesh,24,81,Uttar Pradesh - Chhata,Result Declared  
981,None of the Above,None of the Above,1224,Uttar Pradesh,24,81,Uttar Pradesh - Chhata,Result Declared  
982,SHYAM SUNDER SHARMA,Bahujan Samaj Party,65862,Uttar Pradesh,24,82,Uttar Pradesh - Mant,Result Declared  
983,YOGESH CHAUDHARY,Rashtriya Lok Dal,65430,Uttar Pradesh,24,82,Uttar Pradesh - Mant,Result Declared  
984,SATISH KUMAR SHARMA,Bharatiya Janata Party,59871,Uttar Pradesh,24,82,Uttar Pradesh - Mant,Result Declared  
985,JAGDISH SINGH,Indian National Congress,13270,Uttar Pradesh,24,82,Uttar Pradesh - Mant,Result Declared  
986,LALIT KUMAR,Independent,2203,Uttar Pradesh,24,82,Uttar Pradesh - Mant,Result Declared  
987,VISHNU KUMAR SHARMA,Independent,715,Uttar Pradesh,24,82,Uttar Pradesh - Mant,Result Declared  
988,SUBHASH CHAUDHARY,Independent,628,Uttar Pradesh,24,82,Uttar Pradesh - Mant,Result Declared  
989,CHANDAN SINGH DHANGAR,Rashtriya Shoshit Samaj Party,590,Uttar Pradesh,24,82,Uttar Pradesh - Mant,Result Declared  
990,RAM SWAROOP,Independent,245,Uttar Pradesh,24,82,Uttar Pradesh - Mant,Result Declared  
991,MUKESH KUMAR,Bharat Kalyan Party,232,Uttar Pradesh,24,82,Uttar Pradesh - Mant,Result Declared  
992,YOGESH KUMAR,Independent,152,Uttar Pradesh,24,82,Uttar Pradesh - Mant,Result Declared  
993,DARMENDRA KUMAR,Independent,146,Uttar Pradesh,24,82,Uttar Pradesh - Mant,Result Declared  
994,None of the Above,None of the Above,1253,Uttar Pradesh,24,82,Uttar Pradesh - Mant,Result Declared  
995,KARINDA SINGH,Bharatiya Janata Party,93538,Uttar Pradesh,24,83,Uttar Pradesh - Goverdhan,Result Declared  
996,RAJ KUMAR RAWAT,Bahujan Samaj Party,60529,Uttar Pradesh,24,83,Uttar Pradesh - Goverdhan,Result Declared  
997,KR. NARENDRA SINGH,Rashtriya Lok Dal,40999,Uttar Pradesh,24,83,Uttar Pradesh - Goverdhan,Result Declared  
998,RANVIR PANDAV,Indian National Congress,5943,Uttar Pradesh,24,83,Uttar Pradesh - Goverdhan,Result Declared  
999,PURUSHOTTAN,Communist Party of India,944,Uttar Pradesh,24,83,Uttar Pradesh - Goverdhan,Result Declared  
1000,NARENDRA KUMAR,Independent,785,Uttar Pradesh,24,83,Uttar Pradesh - Goverdhan,Result Declared  
1001,SATISH KUMAR,Independent,679,Uttar Pradesh,24,83,Uttar Pradesh - Goverdhan,Result Declared  
1002,AVADHESH SHARMA,Bharat Kalyan Party,627,Uttar Pradesh,24,83,Uttar Pradesh - Goverdhan,Result Declared  
1003,RAKESH KUMAR KAUSHIK,Lok Dal,617,Uttar Pradesh,24,83,Uttar Pradesh - Goverdhan,Result Declared  
1004,SANTOSH,Bharatiya Subhash Sena,567,Uttar Pradesh,24,83,Uttar Pradesh - Goverdhan,Result Declared  
1005,POORAN,Independent,266,Uttar Pradesh,24,83,Uttar Pradesh - Goverdhan,Result Declared  
1006,BRAJ KISHOR,Al-Hind Party,180,Uttar Pradesh,24,83,Uttar Pradesh - Goverdhan,Result Declared  
1007,None of the Above,None of the Above,1398,Uttar Pradesh,24,83,Uttar Pradesh - Goverdhan,Result Declared  
1008,SHRIKANT SHARMA,Bharatiya Janata Party,143361,Uttar Pradesh,24,84,Uttar Pradesh - Mathura,Result Declared  
1009,PRADEEP MATHUR,Indian National Congress,42200,Uttar Pradesh,24,84,Uttar Pradesh - Mathura,Result Declared  
1010,YOGESH KUMAR,Bahujan Samaj Party,31168,Uttar Pradesh,24,84,Uttar Pradesh - Mathura,Result Declared  
1011,ASHOK AGRAWAL,Rashtriya Lok Dal,29080,Uttar Pradesh,24,84,Uttar Pradesh - Mathura,Result Declared  
1012,GIREEJA SINGH @ GIRRAJ SINGH,Swatantra Jantaraj Party,1436,Uttar Pradesh,24,84,Uttar Pradesh - Mathura,Result Declared  
1013,GAFFAR ABBAS,Communist Party of India,1263,Uttar Pradesh,24,84,Uttar Pradesh - Mathura,Result Declared  
1014,ANUP AGRAWAL,Bharat Kalyan Party,715,Uttar Pradesh,24,84,Uttar Pradesh - Mathura,Result Declared  
1015,MUKESH,Independent,710,Uttar Pradesh,24,84,Uttar Pradesh - Mathura,Result Declared  
1016,SURESH CHANDRA BAGHEL,Independent,662,Uttar Pradesh,24,84,Uttar Pradesh - Mathura,Result Declared  
1017,PHAKKAD BABA,Independent,371,Uttar Pradesh,24,84,Uttar Pradesh - Mathura,Result Declared  
1018,PRAMOD KRISHNA,Independent,356,Uttar Pradesh,24,84,Uttar Pradesh - Mathura,Result Declared  
1019,ANKIT CHATURVEDI,Rashtriya Samajwadi Party  (Secular),263,Uttar Pradesh,24,84,Uttar Pradesh - Mathura,Result Declared  
1020,AVINESH KUMAR SINGH,Rashtriya Lokraj Party,251,Uttar Pradesh,24,84,Uttar Pradesh - Mathura,Result Declared  
1021,None of the Above,None of the Above,1235,Uttar Pradesh,24,84,Uttar Pradesh - Mathura,Result Declared  
1022,POORAN PRAKASH,Bharatiya Janata Party,88411,Uttar Pradesh,24,85,Uttar Pradesh - Baldev ,Result Declared  
1023,NIRANJAN SINGH DHANGAR,Rashtriya Lok Dal,75203,Uttar Pradesh,24,85,Uttar Pradesh - Baldev ,Result Declared  
1024,PREMCHAND,Bahujan Samaj Party,53539,Uttar Pradesh,24,85,Uttar Pradesh - Baldev ,Result Declared  
1025,RANVIR,Samajwadi Party,8893,Uttar Pradesh,24,85,Uttar Pradesh - Baldev ,Result Declared  
1026,VINESH KUMAR,Indian National Congress,840,Uttar Pradesh,24,85,Uttar Pradesh - Baldev ,Result Declared  
1027,BHUP SINGH,Independent,706,Uttar Pradesh,24,85,Uttar Pradesh - Baldev ,Result Declared  
1028,NIRANJAN SINGH,Independent,692,Uttar Pradesh,24,85,Uttar Pradesh - Baldev ,Result Declared  
1029,BHAWARPAL SINGH,Independent,589,Uttar Pradesh,24,85,Uttar Pradesh - Baldev ,Result Declared  
1030,BRIJENDRA KUMAR POEIA,Independent,588,Uttar Pradesh,24,85,Uttar Pradesh - Baldev ,Result Declared  
1031,CHANDRABHAN,Rashtriya Shoshit Samaj Party,413,Uttar Pradesh,24,85,Uttar Pradesh - Baldev ,Result Declared  
1032,CHANDRAPAL,Independent,295,Uttar Pradesh,24,85,Uttar Pradesh - Baldev ,Result Declared  
1033,None of the Above,None of the Above,1601,Uttar Pradesh,24,85,Uttar Pradesh - Baldev ,Result Declared  
1034,RAM PRATAP SINGH,Bharatiya Janata Party,137381,Uttar Pradesh,24,86,Uttar Pradesh - Etmadpur,Result Declared  
1035,DR. DHARMPAL SINGH,Bahujan Samaj Party,90126,Uttar Pradesh,24,86,Uttar Pradesh - Etmadpur,Result Declared  
1036,RAJBETI,Samajwadi Party,43925,Uttar Pradesh,24,86,Uttar Pradesh - Etmadpur,Result Declared  
1037,NARENDRA BAGHEL,Rashtriya Lok Dal,3496,Uttar Pradesh,24,86,Uttar Pradesh - Etmadpur,Result Declared  
1038,RAJESH KUMAR KASHYAP,Nirbal Indian Shoshit Hamara Aam Dal,2213,Uttar Pradesh,24,86,Uttar Pradesh - Etmadpur,Result Declared  
1039,ATAL BIHARI,Rashtriya Krantikari Samajwadi Party,1204,Uttar Pradesh,24,86,Uttar Pradesh - Etmadpur,Result Declared  
1040,NAVEEN KUMAR,Independent,945,Uttar Pradesh,24,86,Uttar Pradesh - Etmadpur,Result Declared  
1041,UMESH CHANDRA,Independent,607,Uttar Pradesh,24,86,Uttar Pradesh - Etmadpur,Result Declared  
1042,PREMCHAND,Independent,541,Uttar Pradesh,24,86,Uttar Pradesh - Etmadpur,Result Declared  
1043,LAKHAN KUMAR JATAV,Independent,430,Uttar Pradesh,24,86,Uttar Pradesh - Etmadpur,Result Declared  
1044,SUNIL PANKAJ,Jan Adhikar Manch,389,Uttar Pradesh,24,86,Uttar Pradesh - Etmadpur,Result Declared  
1045,MAHENDRA SINGH,Bhartiya Sarvodaya Party,381,Uttar Pradesh,24,86,Uttar Pradesh - Etmadpur,Result Declared  
1046,VIJAY SINGH BAGHEL,Rashtriya Shoshit Samaj Party,290,Uttar Pradesh,24,86,Uttar Pradesh - Etmadpur,Result Declared  
1047,MALKHAN SINGH JATAV,Republican Party of India Ektavadi,202,Uttar Pradesh,24,86,Uttar Pradesh - Etmadpur,Result Declared  
1048,GAURAV,Rashtriya Lok Samta Party,200,Uttar Pradesh,24,86,Uttar Pradesh - Etmadpur,Result Declared  
1049,None of the Above,None of the Above,1872,Uttar Pradesh,24,86,Uttar Pradesh - Etmadpur,Result Declared  
1050,DR. GIRRAJ SINGH DHARMESH,Bharatiya Janata Party,113178,Uttar Pradesh,24,87,Uttar Pradesh - Agra Cantt. ,Result Declared  
1051,GUTIYARI LAL DUWESH,Bahujan Samaj Party,66853,Uttar Pradesh,24,87,Uttar Pradesh - Agra Cantt. ,Result Declared  
1052,MAMTA KAUDAN,Samajwadi Party,64683,Uttar Pradesh,24,87,Uttar Pradesh - Agra Cantt. ,Result Declared  
1053,SUBHASH CHAND,Independent,1236,Uttar Pradesh,24,87,Uttar Pradesh - Agra Cantt. ,Result Declared  
1054,AVDESH SINGH ( RAMU SUMAN),Rashtriya Lok Dal,1145,Uttar Pradesh,24,87,Uttar Pradesh - Agra Cantt. ,Result Declared  
1055,HARI KISHAN,Independent,935,Uttar Pradesh,24,87,Uttar Pradesh - Agra Cantt. ,Result Declared  
1056,RAKESH KUMAR,Peace Party,868,Uttar Pradesh,24,87,Uttar Pradesh - Agra Cantt. ,Result Declared  
1057,UMESH CHAND,Ambedkarite Party of India,763,Uttar Pradesh,24,87,Uttar Pradesh - Agra Cantt. ,Result Declared  
1058,VISHAL KUMAR,Independent,719,Uttar Pradesh,24,87,Uttar Pradesh - Agra Cantt. ,Result Declared  
1059,RAJVEER SINGH,Independent,440,Uttar Pradesh,24,87,Uttar Pradesh - Agra Cantt. ,Result Declared  
1060,RAJKUMAR SINGH,Jan Adhikar Manch,267,Uttar Pradesh,24,87,Uttar Pradesh - Agra Cantt. ,Result Declared  
1061,OMPRAKASH,Bhartiya Sarvodaya Party,222,Uttar Pradesh,24,87,Uttar Pradesh - Agra Cantt. ,Result Declared  
1062,PRADEEP VERMA,Independent,198,Uttar Pradesh,24,87,Uttar Pradesh - Agra Cantt. ,Result Declared  
1063,BABITA SINGH MAURYA,Rashtriya Samanta Dal,124,Uttar Pradesh,24,87,Uttar Pradesh - Agra Cantt. ,Result Declared  
1064,None of the Above,None of the Above,1185,Uttar Pradesh,24,87,Uttar Pradesh - Agra Cantt. ,Result Declared  
1065,YOGENDRA UPADHYAYA,Bharatiya Janata Party,111882,Uttar Pradesh,24,88,Uttar Pradesh - Agra South,Result Declared  
1066,ZULFIQAR AHMAD BHUTTO,Bahujan Samaj Party,57657,Uttar Pradesh,24,88,Uttar Pradesh - Agra South,Result Declared  
1067,NAZIR AHMED,Indian National Congress,39434,Uttar Pradesh,24,88,Uttar Pradesh - Agra South,Result Declared  
1068,THOMSAN MASSEY,Independent,979,Uttar Pradesh,24,88,Uttar Pradesh - Agra South,Result Declared  
1069,PRADEEP KUMAR SRIVASTAVA,Independent,800,Uttar Pradesh,24,88,Uttar Pradesh - Agra South,Result Declared  
1070,ANJALI BHARGAVA,Mahila Sashaktikaran Party,559,Uttar Pradesh,24,88,Uttar Pradesh - Agra South,Result Declared  
1071,MAHIPAL SINGH,Independent,522,Uttar Pradesh,24,88,Uttar Pradesh - Agra South,Result Declared  
1072,ALOK KUMAR,Independent,470,Uttar Pradesh,24,88,Uttar Pradesh - Agra South,Result Declared  
1073,CH. GOPAL SINGH DHAKED,Independent,464,Uttar Pradesh,24,88,Uttar Pradesh - Agra South,Result Declared  
1074,HARISH CHANDRA,Independent,428,Uttar Pradesh,24,88,Uttar Pradesh - Agra South,Result Declared  
1075,MUSTAKEEM,Independent,420,Uttar Pradesh,24,88,Uttar Pradesh - Agra South,Result Declared  
1076,LOKENDRA SHARMA,Independent,349,Uttar Pradesh,24,88,Uttar Pradesh - Agra South,Result Declared  
